"titre","url","sous_titre","annee","mois","jour"
"Médiatisation et personnalisation (à propos d’une lettre d’Olivier Besancenot)","https://www.acrimed.org/Mediatisation-et-personnalisation-a-propos-d-une-lettre-d-Olivier-Besancenot","… Personnalisation et dépolitisation médiatiques d’une décision politique",2011,"mai","12"
"« Affaire Skyrock » : une révolution virtuelle ?","https://www.acrimed.org/Affaire-Skyrock-une-revolution-virtuelle","Merci les jeunes ou merci banquiers ?",2011,"mai","11"
"Misère de l’information sur l’Europe des mobilisations sociales","https://www.acrimed.org/Misere-de-l-information-sur-l-Europe-des-mobilisations-sociales","Le moins-disant informatif enveloppé dans les mots de la vulgate.",2011,"mai","9"
"Le « gros » dérapage de Pierre Ménès, expert en football et en génétique","https://www.acrimed.org/Le-gros-derapage-de-Pierre-Menes-expert-en","« Je ne pensais pas non plus que c’était raciste de dire que les noirs couraient plus vite que les (...)",2011,"mai","8"
"Critique des médias sur le web (mars-avril 2011)","https://www.acrimed.org/Critique-des-medias-sur-le-web-mars-avril-2011","Splendeurs et misères de l’éditocratie, du journalisme guerrier, du journalisme scientifique, (...)",2011,"mai","6"
"Les obsessions maçonniques de l’Express","https://www.acrimed.org/Les-obsessions-maconniques-de-l-Express","... et du Point.",2011,"mai","4"
"La crise belge vue par les médias","https://www.acrimed.org/La-crise-belge-vue-par-les-medias","Quand l’information « s’effrite »…",2011,"mai","4"
"« Influence à vendre » : enquête sur la publicité clandestine","https://www.acrimed.org/Influence-a-vendre-enquete-sur-la-publicite-clandestine","... Dans la presse allemande. Inimaginable en France.",2011,"mai","3"
"Mariage princier et journalisme de cour","https://www.acrimed.org/Mariage-princier-et-journalisme-de-cour","Une mobilisation à la hauteur de l’événement : le « mariage du siècle ». Rien de (...)",2011,"mai","2"
"« Jeudi d’Acrimed », 16 juin 2011 : « Le journalisme d’investigation », avec Denis Robert","https://www.acrimed.org/Jeudi-d-Acrimed-16-juin-2011-Le-journalisme-d","On en parle beaucoup, on le pratique peu. Il porte un costume d’apparat, mais qui dissimule (...)",2011,"mai","1er"
"Document : « Le Bourrage de crâne » (1937), par Victor Serge","https://www.acrimed.org/Document-Le-Bourrage-de-crane-1937-par-Victor-Serge","Inactuel ?",2011,"avril","27"
"Le « 21 avril » : commémoration et autopsie médiatiques d’un spectre","https://www.acrimed.org/Le-21-avril-commemoration-et-autopsie-mediatiques-d-un-spectre","Une leçon de journalisme politique de dépolitisation",2011,"avril","26"
"Quand Le Monde interroge « les économistes »","https://www.acrimed.org/Quand-Le-Monde-interroge-les-economistes","… Contre la « prime » annoncée par Baroin : un trio « unanime ». Et représentatif (...)",2011,"avril","21"
"Lire : France Télévisions [off the record], de Marc Endeweld","https://www.acrimed.org/Lire-France-Televisions-off-the-record-de-Marc-Endeweld","« Comment l’Etat actionnaire, de gauche comme de droite, n’a cessé d’affaiblir le groupe public au (...)",2011,"avril","20"
"La « une » un tantinet mensongère de Libération sur Fukushima","https://www.acrimed.org/La-une-un-tantinet-mensongere-de-Liberation-sur-Fukushima","Mentir un peu… pour vendre beaucoup ?",2011,"avril","19"
"Une critique des médias au cinéma : Network de Sidney Lumet (avec un extrait)","https://www.acrimed.org/Une-critique-des-medias-au-cinema-Network-de-Sidney-Lumet-avec-un-extrait","Un film de référence du réalisateur décédé le 9 avril 2011.",2011,"avril","19"
"Groupe Hersant Média (GHM) : c’est la crise ?","https://www.acrimed.org/Groupe-Hersant-Media-GHM-c-est-la-crise","Un colosse aux pieds d’argile...",2011,"avril","18"
"Le projet minimaliste du Parti socialiste pour les médias","https://www.acrimed.org/Le-projet-minimaliste-du-Parti-socialiste-pour-les-medias","… ne brille ni pas son audace, ni par son ambition. Au nom du « réalisme » ?",2011,"avril","13"
"Le mercato des médiacrates, ou le ballet des interchangeables","https://www.acrimed.org/Le-mercato-des-mediacrates-ou-le-ballet-des-interchangeables","Tout changer pour que rien ne change…",2011,"avril","11"
"BHL et la Libye : la discrétion d’un héros","https://www.acrimed.org/BHL-et-la-Libye-la-discretion-d-un-heros","BHL invité, BHL célébré, BHL héroïsé. Un rôle effectif, indiscutablement discutable, transformé en (...)",2011,"avril","6"
"Charte d’éthique professionnelle des journalistes (SNJ, 1918/38/2011)","https://www.acrimed.org/Charte-d-ethique-professionnelle-des-journalistes-SNJ-1918-38-2011","« Dernière version de la Charte de déontologie, fondatrice de la profession, adoptée par le Comité (...)",2011,"avril","5"
"Les « enfants heureux… enfin presque » selon l’Unicef… et selon les médias","https://www.acrimed.org/Les-enfants-heureux-enfin-presque-selon-l-Unicef-et-selon-les-medias","… Qui privilégient le « presque ». Un éloquent renversement de perspective.",2011,"avril","5"
"Médias et Libye - Des experts militarisés déguisés en civils : le cas de Pierre Servent","https://www.acrimed.org/Medias-et-Libye-Des-experts-militarises-deguises-en-civils-le-cas-de-Pierre","Une nouvelle illustration de l’expertise... cette fois militaire.",2011,"avril","4"
"Libye : Quelques médiatiques « dégâts collatéraux » d’une première semaine de guerre","https://www.acrimed.org/Libye-Quelques-mediatiques-degats-collateraux-d-une-premiere-semaine-de-guerre","Interrogations figaresques, experts militaires, cocoricos philosophiques, sondages (...)",2011,"avril","1er"
"RFI : Résistance nécessaire, résistance exemplaire (entretien avec Julio Feo, délégué syndical)","https://www.acrimed.org/RFI-Resistance-necessaire-resistance-exemplaire-entretien-avec-Julio-Feo","…Contre un processus qui étoufferait l’originalité de la station.",2011,"mars","31"
"Quand les sondeurs et leurs commanditaires « critiquent » les sondages","https://www.acrimed.org/Quand-les-sondeurs-et-leurs-commanditaires-critiquent-les-sondages","… Tous reconnurent, mais un peu tard et très fugitivement, qu’il ne fallait pas s’y laisser (...)",2011,"mars","30"
"La presse d’État en Égypte : comment assurer l’après-Moubarak ?","https://www.acrimed.org/La-presse-d-Etat-en-Egypte-comment-assurer-l-apres-Moubarak","Enquête sur une difficile transition.",2011,"mars","29"
"Lexique médiatique de la guerre de Libye","https://www.acrimed.org/Lexique-mediatique-de-la-guerre-de-Libye","« Frappes », « alliés », « opérations ciblées », « propagande »… Vous avez dit « propagande » (...)",2011,"mars","28"
"Lu, vu, entendu : « Mondanités et précisions »","https://www.acrimed.org/Lu-vu-entendu-Mondanites-et-precisions","Petites brèves sans prétention : quelques nouvelles du microcosme - quelques exemples de (...)",2011,"mars","24"
"Les faits divers font-ils diversion ? Vidéos d’un Jeudi d’Acrimed, avec Vincent Goulet","https://www.acrimed.org/Les-faits-divers-font-ils-diversion-Videos-d-un-Jeudi-d-Acrimed-avec-Vincent","… Auteur de Médias et classes populaires, Les usages ordinaires des informations.",2011,"mars","23"
"Guerre de Libye : cocoricos régionaux du premier jour","https://www.acrimed.org/Guerre-de-Libye-cocoricos-regionaux-du-premier-jour","« La France frappe la première… »",2011,"mars","22"
"Guerre de Libye : bavures médiatiques avant les premiers bombardements","https://www.acrimed.org/Guerre-de-Libye-bavures-mediatiques-avant-les-premiers-bombardements","Impatience, exaltation guerrière, chauvinisme, à-peu-prisme…",2011,"mars","21"
"Dessine-moi les médias : pluie de poncifs sur les Japonais","https://www.acrimed.org/Dessine-moi-les-medias-pluie-de-poncifs-sur-les-Japonais","On connaissait le Noir placide, l’Arabe fier. Voilà le Japonais stoïque",2011,"mars","18"
"Quand les Dernières Nouvelles d’Alsace soupèsent les « extrêmes »","https://www.acrimed.org/Quand-les-Dernieres-Nouvelles-d-Alsace-soupesent-les-extremes","Un même titre (ou presque) pour Marine Le Pen et Jean-Luc Mélenchon, mais deux poids, deux (...)",2011,"mars","17"
"Jérôme Garcin : copinage et connivence (suite)","https://www.acrimed.org/Jerome-Garcin-copinage-et-connivence-suite","Célébration de l’écrivain qui est aussi (et d’abord) un critique influent.",2011,"mars","16"
"Les facéties d’Alexandre Adler : un historien « expérimental » des pays arabes","https://www.acrimed.org/Les-faceties-d-Alexandre-Adler-un-historien-experimental-des-pays-arabes","... Entre connaissance sélective et ignorance opportune.",2011,"mars","14"
"Lire : Pourquoi le Daubé est-il daubé ?, de l’association Le Postillon","https://www.acrimed.org/Lire-Pourquoi-le-Daube-est-il-daube-de-l-association-Le-Postillon","Une « Histoire critique du Dauphiné libéré »",2011,"mars","11"
"Lu, vu, entendu : « France inter dans tous ses états »","https://www.acrimed.org/Lu-vu-entendu-France-inter-dans-tous-ses-etats","France Inter conjugue avec bonheur capitalisme, sécuritarisme et verbalisme.",2011,"mars","10"
"Renault : Une affaire d’espionnage à prendre avec des baguettes","https://www.acrimed.org/Renault-Une-affaire-d-espionnage-a-prendre-avec-des-baguettes","… Chinoises, bien sûr. Ou : Comment obtenir un saladier de mayonnaise avec un œuf de caille et un (...)",2011,"mars","8"
"Le Point condamné à cause de Bernard-Henri Lévy (Le Monde diplomatique)","https://www.acrimed.org/Le-Point-condamne-a-cause-de-Bernard-Henri-Levy-Le-Monde-diplomatique","… Après la bourde infamante pour Bernard Cassen, commise par BHL-moi-je.",2011,"mars","7"
"Le Monde découvre et représente des « émeutes » en Libye","https://www.acrimed.org/Le-Monde-decouvre-et-represente-des-emeutes-en-Libye","Une infographie toute en finesse et délicatesse.",2011,"mars","6"
"Ménage à trois : sport, médias et argent","https://www.acrimed.org/Menage-a-trois-sport-medias-et-argent","L’information sportive : une marchandise ou un droit ?",2011,"mars","4"
"Critique des médias sur le web (janvier-février 2011)","https://www.acrimed.org/Critique-des-medias-sur-le-web-janvier-fevrier-2011","Sous notre projecteur - Turpitudes de la presse imprimée - Réalités de la télé - Du côté du Web - (...)",2011,"mars","2"
"Révolutions arabes : Le Monde expertise prudemment ses intellectuels préférés","https://www.acrimed.org/Revolutions-arabes-Le-Monde-expertise-prudemment-ses-intellectuels-preferes","Une auto-analyse indirecte et involontaire.",2011,"février","28"
"Égypte : les incantations du Point","https://www.acrimed.org/Egypte-les-incantations-du-Point","Des certitudes successives… de plus en plus dubitatives.",2011,"février","25"
"Le propriétaire de Lyon Capitale aime les journaux… mais pas les journalistes","https://www.acrimed.org/Le-proprietaire-de-Lyon-Capitale-aime-les-journaux-mais-pas-les-journalistes","Trois d’entre eux sont licenciés alors qu’ils demandaient l’application de la (...)",2011,"février","24"
"Le conditionnement publicitaire : il fait quoi pour vous aujourd’hui ?","https://www.acrimed.org/Le-conditionnement-publicitaire-il-fait-quoi-pour-vous-aujourd-hui","Promotion exceptionnelle ! Plusieurs idéologies refourguées pour le prix d’une.",2011,"février","23"
"L’investigation est un sport de combat : enquête sur le journalisme sportif","https://www.acrimed.org/L-investigation-est-un-sport-de-combat-enquete-sur-le-journalisme-sportif","Journaliste sportif : enquêteur ou commentateur ?",2011,"février","21"
"Lu dans Le Télégramme : le Mexique est un « pays sauvage »","https://www.acrimed.org/Lu-dans-Le-Telegramme-le-Mexique-est-un-pays-sauvage","Un exemple de xénophobie « à la française », teintée de racisme.",2011,"février","20"
"Sarkoshow, deuxième : un débat-fiction scénarisé par TF1","https://www.acrimed.org/Sarkoshow-deuxieme-un-debat-fiction-scenarise-par-TF1","Une tentative (plutôt réussie) de conquête de l’audience au service d’une tentative (très aléatoire) (...)",2011,"février","17"
"Retour sur la contre-réforme des retraites : la cause des femmes défendue par Elle ?","https://www.acrimed.org/Retour-sur-la-contre-reforme-des-retraites-la-cause-des-femmes-defendue-par","… A minima, loin du mouvement populaire.",2011,"février","16"
"Révolution en Egypte : le meilleur du pire de l’information","https://www.acrimed.org/Revolution-en-Egypte-le-meilleur-du-pire-de-l-information","Clichés, caricatures, improvisations, approximations…",2011,"février","14"
"L’Équipe, conseiller en marketing du footballeur Yoann Gourcuff","https://www.acrimed.org/L-Equipe-conseiller-en-marketing-du-footballeur-Yoann-Gourcuff","Comment vendre un super héros ? Le comble du journalisme sportif.",2011,"février","11"
"Pacte du Service public (États généraux du service public)","https://www.acrimed.org/Pacte-du-Service-public-Etats-generaux-du-service-public","Adopté à Orly les 29 & 30 janvier 2011",2011,"février","8"
"Un Demorand peut-il en chasser un autre ?","https://www.acrimed.org/Un-Demorand-peut-il-en-chasser-un-autre","D’Europe 1 à France 5, le questionneur remplace le procureur, et, de Lagardère à Rothschild, (...)",2011,"février","7"
"Retraite de Lance Armstrong : trêve de complaisance à France télévisions ?","https://www.acrimed.org/Retraite-de-Lance-Armstrong-treve-de-complaisance-a-France-televisions","Comment le service des sports a entretenu la légende Armstrong, malgré les soupçons de (...)",2011,"février","4"
"Critique influent et écrivain célébré : un cumul légitime ? L’exemple de Jérôme Garcin","https://www.acrimed.org/Critique-influent-et-ecrivain-celebre-un-cumul","Quand le pouvoir de prescription du premier dicte la réception du second.",2011,"février","2"
"La contre-offensive de PPDA : plus c’est gros, plus ça passe ?","https://www.acrimed.org/La-contre-offensive-de-PPDA-plus-c-est-gros-plus-ca-passe","Quand les chers confrères de PPDA l’assistent dans sa laborieuse défense.",2011,"janvier","31"
"La dernière « idée saine » de Dassault : virer le directeur général du groupe Le Figaro","https://www.acrimed.org/La-derniere-idee-saine-de-Dassault-virer-le-directeur-general-du-groupe-Le","… Avec le soutien du directeur de la rédaction du Figaro, Étienne Mougeotte.",2011,"janvier","27"
"Interdiction de la conférence avec Stéphane Hessel à l’ENS : quand la censure fait « débat »","https://www.acrimed.org/Interdiction-de-la-conference-avec-Stephane-Hessel-a-l-ENS-quand-la-censure","La presse oublie de s’indigner d’une atteinte à la liberté d’expression",2011,"janvier","26"
"Un documentaire contre « La Cité du mâle » : contre-enquête et résistances","https://www.acrimed.org/Un-documentaire-contre-La-Cite-du-male-contre-enquete-et-resistances","Répliques à une soirée de manipulation et de stigmatisation signée Arte.",2011,"janvier","24"
"Les dernières frasques libertaires et déontologiques de BHL","https://www.acrimed.org/Les-dernieres-frasques-libertaires-et-deontologiques-de-BHL","Un moi(s) exceptionnel : censures, impostures, boursouflures.",2011,"janvier","22"
"La question des médias dans Le Monde Diplomatique (2010)","https://www.acrimed.org/La-question-des-medias-dans-Le-Monde-Diplomatique-2010","Sur le site du Monde Diplomatique, articles sur les médias (et alentours) parus en (...)",2011,"janvier","19"
"Ballon d’or : la Fifa récompensée par France football et L’Équipe","https://www.acrimed.org/Ballon-d-or-la-Fifa-recompensee-par-France-football-et-L-Equipe","Une campagne de réhabilitation de la Fifa signée France football-L’Équipe",2011,"janvier","18"
"Tunisie : mots et maux de l’information en continu","https://www.acrimed.org/Tunisie-mots-et-maux-de-l-information-en-continu","Des « émeutes meurtrières » à la « révolution du Jasmin »",2011,"janvier","17"
"La presse de Bolloré soigne l’ami Gbagbo","https://www.acrimed.org/La-presse-de-Bollore-soigne-l-ami-Gbagbo","Quand Direct Matin, propriété de l’industriel français, défend un précieux partenaire.",2011,"janvier","13"
"Jean-Luc Mélenchon, invité dans la salle d’interrogatoire de Nicolas Demorand","https://www.acrimed.org/Jean-Luc-Melenchon-invite-dans-la-salle-d-interrogatoire-de-Nicolas-Demorand","Entre délégitimation et arrogance méprisante : le concept Demorandini...",2011,"janvier","12"
"Critique des médias sur le web (novembre-décembre 2010)","https://www.acrimed.org/Critique-des-medias-sur-le-web-novembre-decembre-2010","Sous notre projecteur - Turpitudes de la presse imprimée - Arrêts sur la propagande - (...)",2011,"janvier","11"
"Dix mauvais plagiats valent plus qu’un bon livre, par PPDA et ses éditeurs","https://www.acrimed.org/Dix-mauvais-plagiats-valent-plus-qu-un-bon-livre-par-PPDA-et-ses-editeurs","« Quand on a du succès, c’est toujours pour les mauvaises raisons. Quand on devient populaire, (...)",2011,"janvier","10"
"L’actualité des médias n°78 (novembre-décembre 2010)","https://www.acrimed.org/L-actualite-des-medias-no78-novembre-decembre-2010","Presstalis, une crise aggravée ? - Le Monde de demain leur appartient - AEF : nouvel épisode dans (...)",2011,"janvier","7"
"Les fabuleuses histoires de Poivre d’Arvor","https://www.acrimed.org/Les-fabuleuses-histoires-de-Poivre-d-Arvor","… avant qu’il devienne le biographe, accusé de plagiat, d’Ernest Hemingway.",2011,"janvier","6"
"À propos d’une couverture de Politis : questions sur la photographie","https://www.acrimed.org/A-propos-d-une-couverture-de-Politis-questions-sur-la-photographie","Des photos pour « changer de société » ou pour illustrer la société existante ?",2011,"janvier","3"
"Débat à Lyon le 4 juin 2011 : « Information et contre-information locales »","https://www.acrimed.org/Debat-a-Lyon-le-4-juin-2011-Information-et-contre-information-locales","Avec l’antenne lyonnaise d’Acrimed en présence de représentants des médias alternatifs de la (...)",2011,"janvier","1er"
"« Jeudi d’Acrimed » : « Télévisions publiques : un déclin inexorable ? » (jeudi 5 mai)","https://www.acrimed.org/Jeudi-d-Acrimed-Televisions-publiques-un-declin-inexorable-jeudi-5-mai","… Avec Marc Endeweld, auteur de France Télévisions [off the record], éditions Flammarion, septembre (...)",2011,"janvier","1er"
"Des livres et des revues sur les médias parus en 2010","https://www.acrimed.org/Des-livres-et-des-revues-sur-les-medias-parus-en-2010","De très bonnes, de bonnes et de moins bonnes lectures.",2010,"décembre","30"
"Dessine-moi les médias : Nicolas Demorand et les « Assis » du journalisme","https://www.acrimed.org/Dessine-moi-les-medias-Nicolas-Demorand-et-les","Du bruit, de l’info, des churros.",2010,"décembre","29"
"Médias et contestation : quand la critique enseigne la résignation, par José Bové","https://www.acrimed.org/Medias-et-contestation-quand-la-critique-enseigne-la-resignation-par-Jose-Bove","Critique à demi lucide et revendication d’impuissance.",2010,"décembre","27"
"Encore une bourde de BHL, victime d’un nouvel accès de botulisme","https://www.acrimed.org/Encore-une-bourde-de-BHL-victime-d-un-nouvel-acces-de-botulisme","... qui le rend capable de confondre un ancien directeur du Monde Diplo et un animateur de « (...)",2010,"décembre","24"
"France Inter, radio de service public(itaire)","https://www.acrimed.org/France-Inter-radio-de-service-public-itaire","De l’utilisation du site et de l’antenne de France Inter à des fins commerciales.",2010,"décembre","23"
"Les indignations sélectives d’Audrey Pulvar","https://www.acrimed.org/Les-indignations-selectives-d-Audrey-Pulvar","Ou comment la journaliste de France Inter sermonne un délégué syndical.",2010,"décembre","22"
"Journalisme en tenue de camouflage : un reportage de Libération au nord d’Israël","https://www.acrimed.org/Journalisme-en-tenue-de-camouflage-un-reportage-de-Liberation-au-nord-d-Israel","Empathie ou parti pris ?",2010,"décembre","20"
"Charlie Hebdo condamné dans l’affaire Siné : « Tout le monde en parle » ?","https://www.acrimed.org/Charlie-Hebdo-condamne-dans-l-affaire-Sine-Tout-le-monde-en-parle","Un silence médiatique assourdissant.",2010,"décembre","17"
"La tempête WikiLeaks et la girouette Libération","https://www.acrimed.org/La-tempete-WikiLeaks-et-la-girouette-Liberation","Dénonciation de la « dictature de la transparence » ou défense de la « liberté d’informer » (...)",2010,"décembre","15"
"Le Monde « oublie » un document WikiLeaks sur… les médias français","https://www.acrimed.org/Le-Monde-oublie-un-document-WikiLeaks-sur-les-medias-francais","… évalués par l’ambassade des Etats-Unis à Paris.",2010,"décembre","14"
"Un expert médiatique : Christian de Boissieu, économiste engagé… dans la finance","https://www.acrimed.org/Un-expert-mediatique-Christian-de-Boissieu-economiste-engage-dans-la-finance","Omniscient, omniprésent dans les médias et… dans les affaires financières.",2010,"décembre","13"
"Une enquête de l’AFP met en cause un député UMP ? Censurée","https://www.acrimed.org/Une-enquete-de-l-AFP-met-en-cause-un-depute-UMP-Censuree","Une contre-enquête d’Acrimed.",2010,"décembre","9"
"Lu, vu, entendu : « Hommages »","https://www.acrimed.org/Lu-vu-entendu-Hommages","... En tout genre et à des titres divers.",2010,"décembre","8"
"Une sauterie de BHL au Café de Flore ? La médiacratie fait la fête","https://www.acrimed.org/Une-sauterie-de-BHL-au-Cafe-de-Flore-La-mediacratie-fait-la-fete","Une « société de cour » se donne le spectacle de son existence.",2010,"décembre","6"
"Suspension d’Audrey Pulvar : l’arbre qui cache la forêt","https://www.acrimed.org/Suspension-d-Audrey-Pulvar-l-arbre-qui-cache-la-foret","Le bal des hypocrites.",2010,"décembre","2"
"Médias et classes populaires : les faits divers font-ils diversion ? (Jeudi d’Acrimed, 27 janvier)","https://www.acrimed.org/Medias-et-classes-populaires-les-faits-divers-font-ils-diversion-Jeudi-d","… Avec Vincent Goulet, auteur de Médias et classes populaires, Les usages ordinaires des (...)",2010,"décembre","1er"
"Nicolas Sarkozy, critique des médias… et de la stigmatisation des Roms","https://www.acrimed.org/Nicolas-Sarkozy-critique-des-medias-et-de-la-stigmatisation-des-Roms","Coproduction de l’actualité par les gouvernants et les médias... et cession élyséenne des droits (...)",2010,"novembre","30"
"Lire : Médias et classes populaires, de Vincent Goulet","https://www.acrimed.org/Lire-Medias-et-classes-populaires-de-Vincent-Goulet","Les usages ordinaires des informations.",2010,"novembre","29"
"Voir : Fin de concession, de Pierre Carles","https://www.acrimed.org/Voir-Fin-de-concession-de-Pierre-Carles","Fin de la concession à TF1, fin de concession aux médiacrates.",2010,"novembre","24"
"Prouesses de la presse locale : « Casseurs » de Lyon et diversion sécuritaire","https://www.acrimed.org/Prouesses-de-la-presse-locale-Casseurs-de-Lyon-et-diversion-securitaire","… ou comment la presse lyonnaise s’est mise au service de la communication gouvernementale.",2010,"novembre","22"
"Notes sur la pratique d’une politique éditoriale","https://www.acrimed.org/Notes-sur-la-pratique-d-une-politique-editoriale","De l’édition en général, et d’Agone en particulier.",2010,"novembre","18"
"Confusion au Monde sur les retraites","https://www.acrimed.org/Confusion-au-Monde-sur-les-retraites","Ou comment une « contre-enquête » désavoue un éditorial.",2010,"novembre","17"
"Daniel Leconte chez Alain Finkielkraut : mensonges et calomnies","https://www.acrimed.org/Daniel-Leconte-chez-Alain-Finkielkraut-mensonges","Contre (presque) tous et contre Pierre Bourdieu. Une leçon de journalisme-sans-idéologie et de (...)",2010,"novembre","15"
"Rémunération des journalistes : la grande magouille des droits d’auteur","https://www.acrimed.org/Remuneration-des-journalistes-la-grande-magouille-des-droits-d-auteur","Une pratique courante et illégale : une « magouille quasiment institutionnalisée (...)",2010,"novembre","12"
"Christine Ockrent, le passe-droit permanent","https://www.acrimed.org/Christine-Ockrent-le-passe-droit-permanent","Un éloquent portrait.",2010,"novembre","10"
"Critique des médias sur le web (septembre-octobre 2010)","https://www.acrimed.org/Critique-des-medias-sur-le-web-septembre-octobre-2010","Sous notre projecteur - Turpitudes de la presse imprimée - Réalités de la télé - Arrêts sur la (...)",2010,"novembre","9"
"« L’affaire “Montebourg contre TF1” » : rodomontades et esquives","https://www.acrimed.org/L-affaire-Montebourg-contre-TF1-rodomontades-et-esquives","Ou : comment se soumettre au groupe Bouygues.",2010,"novembre","8"
"Le Figaro, quotidien burlesque","https://www.acrimed.org/Le-Figaro-quotidien-burlesque","… se réjouit de la « popularité » de Nicolas Sarkozy",2010,"novembre","6"
"Retraites : le proviseur Morandini convoque un représentant des lycéens frondeurs","https://www.acrimed.org/Retraites-le-proviseur-Morandini-convoque-un-representant-des-lyceens-frondeurs","« Leur place est-elle dans la rue ou au contraire ils n’ont rien à y faire ? ». Telle est l’unique (...)",2010,"novembre","3"
"L’actualité des médias n°77 (septembre-octobre 2010)","https://www.acrimed.org/L-actualite-des-medias-no77-septembre-octobre-2010","Taxes et cadeaux - Le Monde paré ? - Les « malgré nous » de la RNT - Etc.",2010,"novembre","2"
"Munitions pour manifestations","https://www.acrimed.org/Munitions-pour-manifestations","… Diffuser, diffuser, diffuser.",2010,"novembre","1er"
"RFI n’a pas 47 minutes par semaine à consacrer aux banlieues","https://www.acrimed.org/RFI-n-a-pas-47-minutes-par-semaine-a-consacrer-aux-banlieues","« Cachez cette misère que l’on ne saurait voir, parlez-nous plutôt de ces immigrés de banlieues (...)",2010,"octobre","30"
"« Une certaine exaspération » des usagers des transports, en version France 2","https://www.acrimed.org/Une-certaine-exasperation-des-usagers-des-transports-en-version-France-2","… vue à travers un reportage qui ne montre aucun usager exaspéré.",2010,"octobre","29"
"Jean-Luc Mélenchon et les vaches sacrées du journalisme","https://www.acrimed.org/Jean-Luc-Melenchon-et-les-vaches-sacrees-du-journalisme","Vaste « débat » : des propos « inadmissibles » ou « inacceptables » ?",2010,"octobre","26"
"Matin d’un jour de mobilisation sur RTL : les signes avant-coureurs de l’Apocalypse ?","https://www.acrimed.org/Matin-d-un-jour-de-mobilisation-sur-RTL-les-signes-avant-coureurs-de-l","Mardi 19 octobre 2010. Les journalistes de la rédaction de RTL et le présentateur de la tranche (...)",2010,"octobre","25"
"Voir : De l’Utopie à la révolte de Raoul Sangla (la télé de 1950 à 1968, en 2 DVD)","https://www.acrimed.org/Voir-De-l-Utopie-a-la-revolte-de-Raoul-Sangla-la-tele-de-1950-a-1968-en-2-DVD","Une histoire de la télévision de ses débuts jusqu’à la grève de l’ORTF en mai 68.",2010,"octobre","22"
"Slate.fr : jeune site, vieilles rengaines","https://www.acrimed.org/Slate-fr-jeune-site-vieilles-rengaines","Un nouveau site qui se borne à recycler des vieilles gloires du journalisme ou du monde (...)",2010,"octobre","21"
"Septembre-octobre 2010 : une rentrée audiovisuelle comme les autres","https://www.acrimed.org/Septembre-octobre-2010-une-rentree-audiovisuelle-comme-les-autres","Une nouvelle rentrée, mais des vieilles recettes...",2010,"octobre","20"
"Pascale Casanova licenciée ? « Circulez », par le médiateur et le directeur de France Culture","https://www.acrimed.org/Pascale-Casanova-licenciee-Circulez-par-le-mediateur-et-le-directeur-de-France","Quand le facteur a rendez-vous avec le patron…",2010,"octobre","18"
"« Prouvé » par Le Figaro : le travail c’est la santé","https://www.acrimed.org/Prouve-par-Le-Figaro-le-travail-c-est-la-sante","… Et partir trop tôt à la retraite, c’est risquer une mort prématurée.",2010,"octobre","15"
"Supplique pour être interrogé par David Pujadas","https://www.acrimed.org/Supplique-pour-etre-interroge-par-David-Pujadas","… comme Xavier Mathieu, porte–parole de salariés de Continental",2010,"octobre","14"
"Retraites : Les « ultras » des médias se « radicalisent »","https://www.acrimed.org/Retraites-Les-ultras-des-medias-se-radicalisent","Ces médias qui avaient sonné la retraite de la mobilisation avant même qu’elle ait commencé, (...)",2010,"octobre","12"
"Miettes du festin médiatique, par temps de grèves et de manifestations","https://www.acrimed.org/Miettes-du-festin-mediatique-par-temps-de-greves-et-de-manifestations","... Ramassées aux alentours du 7 septembre.",2010,"octobre","11"
"Après le licenciement de Pascale Casanova : un hommage d’écrivains","https://www.acrimed.org/Apres-le-licenciement-de-Pascale-Casanova-un-hommage-d-ecrivains","« Nous sommes nombreux, assurément, à regretter cette disparition et à saluer la justesse, (...)",2010,"octobre","9"
"Les autocrates des radios publiques : l’exemple de France Inter","https://www.acrimed.org/Les-autocrates-des-radios-publiques-l-exemple-de-France-Inter","L’arbitraire patronal est-il compatible avec le service public ?",2010,"octobre","6"
"Merci !","https://www.acrimed.org/Merci","Objectif 20.000 euros ? Objectif rempli... et dépassé !",2010,"octobre","5"
"Dessine-moi les médias : Les pouvoirs surnaturels des éditoriens","https://www.acrimed.org/Dessine-moi-les-medias-Les-pouvoirs-surnaturels-des-editoriens","Transformer le plomb en or ? Les éditoriens font beaucoup mieux.",2010,"octobre","4"
"Jeudi d’Acrimed : « Utopie et révolte à la télé » (projection/débat le 25 novembre)","https://www.acrimed.org/Jeudi-d-Acrimed-Utopie-et-revolte-a-la-tele-projection-debat-le-25-novembre","Projection d’un documentaire de Raoul Sangla (avec « Les mutins de Pangée »), en présence du (...)",2010,"octobre","1er"
"La bataille des médias : Maler (Acrimed) et Ruffin (Fakir) au Remue-Méninges du Parti de Gauche","https://www.acrimed.org/La-bataille-des-medias-Maler-Acrimed-et-Ruffin-Fakir-au-Remue-Meninges-du-Parti","... à Grenoble le 28 août 2010.",2010,"septembre","28"
"Livraisons sondagières sur un septembre social : petites et grosses arnaques","https://www.acrimed.org/Livraisons-sondagieres-sur-un-septembre-social-petites-et-grosses-arnaques","Au cœur des mobilisations contre la réforme Sarkozy des retraites.",2010,"septembre","27"
